amount,amount_ratio_to_typical,amount_zscore,is_new_device,is_new_payment_method,is_unusual_hour,hour_sin,hour_cos,recent_failed_count,customer_fail_ratio,velocity_1h,velocity_24h,secs_since_last_log,device_shared_count,is_risky,event_ts
1484.99,0.599,-1.434,0,0,0,-0.9659,-0.2588,0,0.0,0,1,10.463,0,0,1767803592.631965
3433.28,0.643,-0.683,0,0,0,-0.2588,-0.9659,0,0.167,0,0,11.833,0,0,1767803640.879718
219.75,0.25,-0.595,0,0,0,0.7071,-0.7071,0,0.0,0,4,9.927,0,0,1767804139.290545
1314.89,0.478,-0.544,0,0,0,-0.7071,0.7071,0,0.0,0,2,9.202,0,0,1767804769.514303
604.39,0.695,-4.681,0,0,0,-0.5,-0.866,0,0.0,0,0,12.827,0,0,1767806119.498619
3785.19,1.009,0.029,0,0,0,-0.9659,0.2588,2,0.286,0,0,12.257,0,0,1767806372.108742
1729.98,0.899,-0.104,0,0,0,-0.2588,-0.9659,0,0.0,0,1,10.431,0,0,1767806516.316741
2963.48,1.679,0.37,0,0,0,-0.866,0.5,0,0.5,0,0,11.593,0,0,1767806916.078526
415.24,0.362,-0.475,0,0,0,-1.0,-0.0,0,0.143,0,0,11.512,0,0,1767807697.82823
963.28,0.395,-0.544,0,0,0,0.2588,-0.9659,0,0.0,0,2,9.824,0,0,1767807702.499475
482.07,1.009,0.243,0,0,0,-0.2588,-0.9659,0,0.0,0,0,12.262,0,0,1767807940.845197
1861.16,0.645,-0.475,0,0,0,0.5,-0.866,0,0.111,0,3,8.774,0,0,1767808134.942455
1695.01,0.37,-0.426,0,0,0,-0.5,0.866,0,0.111,0,1,11.034,0,0,1767808282.108714
3228.54,0.952,-0.098,0,0,0,0.2588,-0.9659,0,0.0,0,0,11.84,0,0,1767808374.830195
2069.31,3.081,3.288,0,1,0,0.866,-0.5,0,0.0,0,2,9.947,0,0,1767808402.765318
1565.05,0.62,-0.404,0,0,0,-0.9659,-0.2588,0,0.1,0,3,10.316,0,0,1767808610.688798
874.64,0.745,-0.544,0,0,0,-0.9659,0.2588,0,0.2,0,3,10.442,0,0,1767808649.196243
2241.44,1.0,0.0,0,0,0,-0.5,-0.866,0,0.0,0,0,14.768,0,0,1767808868.307312
3094.52,1.149,0.415,0,0,0,-0.7071,0.7071,0,0.0,0,2,10.887,0,0,1767809300.28854
916.57,0.161,-0.93,0,0,0,-0.9659,0.2588,0,0.0,0,1,9.421,0,0,1767809719.528671
1972.07,1.608,2.043,0,0,0,-0.9659,0.2588,1,0.2,0,3,10.759,0,0,1767809772.393516
2376.77,0.69,-1.857,0,0,0,-0.2588,0.9659,1,0.2,0,0,11.937,0,0,1767810090.734402
710.78,0.357,-0.719,0,0,0,-0.9659,-0.2588,0,0.111,0,1,8.843,0,0,1767810334.790605
562.46,0.231,-0.739,0,0,0,0.0,-1.0,0,0.0,0,1,11.152,0,0,1767810599.639586
232.81,0.766,-0.468,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.672,0,0,1767811104.506837
1555.34,0.335,-0.588,0,0,0,-0.2588,0.9659,0,0.0,0,1,10.751,0,0,1767811468.592172
7457.38,9.793,15.0,0,0,0,-0.2588,0.9659,0,0.25,0,0,12.103,0,1,1767811477.325809
663.35,0.303,-0.755,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.665,0,0,1767811556.002279
705.01,0.15,-0.635,0,0,0,-0.7071,0.7071,0,0.0,0,3,10.891,2,0,1767812469.623473
300.69,0.504,-1.906,0,0,0,-0.9659,0.2588,0,0.0,0,3,9.837,0,0,1767812910.327488
1398.78,0.36,-0.588,0,0,0,-0.5,-0.866,0,0.0,0,2,10.197,0,0,1767813506.070007
730.8,0.158,-1.052,0,0,0,0.866,-0.5,0,0.0,0,1,10.383,1,0,1767813632.711189
294.79,0.312,-0.648,0,0,0,0.5,-0.866,0,0.111,0,3,9.628,0,0,1767813672.419202
1629.24,0.225,-0.735,0,0,0,-0.5,-0.866,0,0.0,0,2,10.442,0,0,1767814418.067827
1808.58,0.508,-0.36,0,0,0,0.0,-1.0,0,0.1,0,2,10.753,0,0,1767814675.455673
501.2,0.257,-0.725,0,0,0,0.5,-0.866,0,0.0,0,0,12.681,0,0,1767814766.89743
223.68,0.252,-0.982,0,0,0,0.9659,-0.2588,0,0.2,0,0,11.467,0,0,1767815031.562278
13772.81,18.086,15.0,0,1,0,-0.866,0.5,1,0.4,0,1,8.208,0,0,1767815145.482344
1876.77,0.935,-0.055,1,0,0,-0.866,-0.5,0,0.0,0,0,11.401,1,0,1767815234.479473
293.54,0.103,-1.58,0,0,0,-0.2588,0.9659,0,0.2,0,0,11.373,0,0,1767815983.71226
1113.09,0.389,-0.662,0,0,0,-0.5,-0.866,0,0.0,0,1,11.248,0,0,1767816101.827808
874.59,0.946,-0.088,0,0,0,0.866,-0.5,0,0.111,0,1,10.249,0,0,1767816675.198433
2454.26,0.721,-1.24,0,0,0,-0.2588,-0.9659,0,0.0,0,0,12.304,0,0,1767816892.764468
4491.06,1.986,0.709,0,0,0,-0.866,0.5,0,0.0,0,3,10.006,0,0,1767816905.494101
435.61,0.754,-0.282,0,0,0,-0.7071,-0.7071,0,0.0,0,2,9.55,1,0,1767817105.394069
1521.13,0.835,-0.154,0,0,0,0.866,-0.5,0,0.0,0,0,11.812,0,0,1767817205.689324
1753.28,3.309,0.0,0,0,0,-1.0,-0.0,1,1.0,0,0,13.093,0,0,1767817385.509741
1038.6,0.449,-0.486,0,0,0,0.866,-0.5,0,0.0,0,2,9.182,0,0,1767817417.841995
726.1,0.353,-0.56,0,0,0,-0.866,0.5,0,0.0,0,1,10.087,0,0,1767817691.968346
1584.24,0.84,-0.158,0,0,0,-0.7071,0.7071,0,0.0,0,1,8.782,0,0,1767818071.43565
578.24,0.197,-1.842,0,0,0,-0.2588,-0.9659,0,0.0,0,0,11.637,0,0,1767818162.61215
964.91,0.436,-0.492,0,1,0,0.866,-0.5,0,0.0,1,3,6.938,0,0,1767818447.142432
7289.98,1.754,0.947,0,1,0,0.7071,-0.7071,0,0.1,0,4,10.967,0,0,1767818506.776504
974.08,0.324,-1.365,0,0,0,-0.9659,-0.2588,0,0.0,0,1,10.81,0,0,1767818712.681751
1299.07,1.0,0.0,0,0,0,0.866,-0.5,0,0.0,0,0,14.768,0,0,1767818905.820453
1039.64,0.762,-0.928,0,0,0,-0.7071,-0.7071,0,0.0,0,1,10.459,0,0,1767818920.336499
527.53,1.183,0.585,0,0,0,0.2588,-0.9659,0,0.25,0,0,11.531,0,0,1767819000.826449
4425.58,2.937,1.593,0,0,0,-1.0,-0.0,0,0.1,0,2,10.847,1,0,1767819034.389817
1357.29,0.438,-1.134,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.898,0,0,1767819140.485142
2128.96,1.16,0.168,0,0,0,-0.866,0.5,0,0.0,1,2,7.162,0,0,1767819359.521545
3988.43,0.809,-0.164,0,0,0,-0.9659,-0.2588,0,0.111,0,0,11.516,0,0,1767819715.826645
2186.67,0.247,-0.514,0,0,0,-0.9659,0.2588,0,0.0,0,0,11.865,0,0,1767819796.831443
374.18,0.301,-0.582,0,0,0,1.0,0.0,0,0.0,0,1,10.789,0,0,1767820529.848177
1956.31,0.466,-0.45,0,0,0,-0.5,0.866,0,0.1,0,0,11.385,0,0,1767820999.785297
542.11,0.594,-0.728,0,0,0,-0.2588,0.9659,0,0.0,0,1,10.325,0,0,1767821058.474061
700.26,0.762,-0.408,0,0,0,1.0,0.0,0,0.1,0,2,8.478,0,0,1767821479.811369
2325.79,0.681,-0.233,0,0,0,-0.5,-0.866,0,0.1,0,3,8.948,0,0,1767822364.263798
1334.9,1.242,1.368,0,1,0,0.5,-0.866,0,0.0,0,0,11.494,0,0,1767822444.963287
4883.21,2.041,1.999,0,1,0,-0.5,-0.866,0,0.0,0,1,9.907,0,0,1767822850.33208
565.91,0.129,-0.829,0,0,0,-0.7071,-0.7071,0,0.143,0,0,12.174,0,0,1767822857.023676
949.97,0.411,-0.553,0,0,0,-0.7071,0.7071,0,0.0,0,0,11.42,0,0,1767822886.301552
458.69,0.295,-0.792,0,0,0,-0.2588,-0.9659,0,0.111,0,2,10.51,0,0,1767823050.526911
1732.39,4.809,14.399,0,0,0,0.9659,-0.2588,0,0.167,0,0,11.711,1,0,1767823236.459701
870.16,0.625,-0.457,0,1,0,0.5,-0.866,0,0.0,0,1,10.577,0,0,1767823437.678501
487.06,0.234,-0.644,0,0,0,-0.5,0.866,0,0.0,0,2,10.408,0,0,1767823503.626915
263.51,0.423,-2.418,0,0,0,-0.2588,-0.9659,0,0.0,0,0,12.863,0,0,1767824102.912916
883.25,0.172,-0.787,0,0,0,0.0,-1.0,0,0.0,0,1,10.62,0,0,1767824116.065101
482.75,0.193,-1.291,1,0,0,-0.7071,-0.7071,0,0.0,0,2,8.599,0,0,1767824137.554748
437.26,0.502,-0.692,0,0,0,0.7071,-0.7071,0,0.0,0,3,9.669,0,0,1767824226.451566
875.98,0.965,-0.755,0,0,0,0.866,-0.5,0,0.0,0,0,12.764,0,0,1767824356.664917
1943.7,0.705,-0.277,0,0,0,-0.9659,-0.2588,0,0.0,0,2,10.777,0,0,1767824468.86443
467.25,0.825,-0.578,0,0,0,-0.5,0.866,0,0.0,0,4,9.358,0,0,1767824500.789455
805.59,1.153,0.359,0,0,0,-0.7071,-0.7071,0,0.25,0,0,11.806,0,0,1767824583.172506
837.12,0.974,-0.046,0,0,0,-1.0,-0.0,0,0.0,1,2,8.188,0,0,1767824653.261755
3982.21,1.257,1.042,0,0,0,-0.5,-0.866,0,0.0,0,1,9.061,0,0,1767825506.98614
1091.99,0.112,-0.867,1,0,0,-0.866,-0.5,0,0.0,0,0,12.859,0,0,1767825630.579657
1142.56,1.398,0.538,0,0,0,0.5,-0.866,0,0.0,1,4,7.299,0,0,1767825704.498753
4168.06,8.208,11.984,0,0,0,-0.2588,0.9659,0,0.0,0,1,10.511,0,0,1767826347.678609
4288.58,1.142,0.498,0,0,0,-1.0,-0.0,0,0.25,0,1,9.906,0,0,1767826425.022669
270.68,0.64,-1.064,0,0,0,-0.7071,-0.7071,0,0.0,0,0,12.434,0,0,1767827002.052764
1913.64,1.718,1.581,0,0,0,-0.7071,0.7071,0,0.167,0,4,9.868,0,0,1767827951.171991
1070.51,1.821,4.697,0,0,0,-0.9659,0.2588,0,0.0,0,0,11.474,0,0,1767828156.585433
312.61,0.418,-1.668,0,0,0,0.7071,-0.7071,0,0.222,0,1,10.95,1,0,1767828531.858804
1011.2,0.219,-0.976,0,0,1,0.9659,0.2588,1,0.25,0,2,9.611,1,0,1767828561.164449
872.98,1.568,1.376,0,0,0,0.0,-1.0,0,0.125,0,1,10.547,0,0,1767828608.574397
1541.01,2.674,0.0,0,0,0,-0.5,0.866,1,0.75,0,0,12.426,0,0,1767828819.903545
252.28,0.853,-0.302,0,0,0,-0.2588,0.9659,0,0.0,0,1,9.808,0,0,1767829282.053732
842.0,0.526,-0.665,0,0,0,-0.2588,0.9659,0,0.0,0,0,12.524,0,0,1767829429.592919
252.59,0.295,-1.322,0,0,0,-0.9659,-0.2588,0,0.0,0,3,8.529,0,0,1767829712.358593
3447.58,0.859,-0.101,0,0,0,-0.2588,0.9659,0,0.333,0,2,9.591,0,0,1767829776.165786
1924.89,0.569,-0.505,0,0,0,-1.0,-0.0,0,0.0,0,0,11.762,0,0,1767830618.972624
296.59,0.133,-2.616,0,0,0,-0.9659,-0.2588,0,0.0,0,2,10.215,0,0,1767830914.064504
312.25,0.219,-0.758,0,0,0,-0.7071,-0.7071,0,0.0,0,0,11.76,1,0,1767831181.916892
399.37,1.02,0.026,0,0,0,0.866,-0.5,0,0.0,0,0,11.497,0,0,1767831314.260002
1211.27,0.234,-0.543,0,0,0,-0.7071,-0.7071,0,0.0,0,1,10.61,0,0,1767831800.915286
225.47,0.33,-0.874,0,0,0,-0.9659,-0.2588,0,0.25,0,0,11.455,0,0,1767832347.117844
801.89,0.36,-0.593,0,0,0,-0.9659,0.2588,0,0.0,0,1,9.166,0,0,1767832447.193886
648.63,0.357,-0.602,0,0,0,-0.866,0.5,0,0.0,0,0,11.509,1,0,1767832534.193554
120.11,0.155,-0.953,1,0,0,-0.866,-0.5,0,0.0,0,1,10.653,1,0,1767834490.081337
6137.57,4.153,4.727,0,0,0,0.2588,-0.9659,0,0.0,0,0,12.984,0,0,1767834557.88425
32.35,0.022,-1.466,1,1,0,1.0,0.0,1,0.25,1,1,0.0,0,1,1767834557.88425
48.75,0.044,-1.009,0,1,0,1.0,0.0,0,0.2,2,2,3.034,0,1,1767834577.672225
46.44,0.042,-1.011,0,0,0,1.0,0.0,1,0.333,3,3,1.666,0,1,1767834581.962476
47.29,0.052,-0.823,0,0,0,1.0,0.0,0,0.286,4,4,0.721,0,1,1767834583.018828
37.84,0.05,-0.722,0,0,0,1.0,0.0,0,0.25,5,5,1.695,0,1,1767834587.468139
48.88,0.074,-0.633,0,1,0,1.0,0.0,0,0.222,6,6,2.271,0,1,1767834596.161076
48.0,0.083,-0.579,0,0,0,1.0,0.0,0,0.2,7,7,3.125,0,1,1767834617.913039
57.44,0.11,-0.525,0,0,0,1.0,0.0,0,0.2,8,8,2.405,0,1,1767834627.987878
1358.96,0.682,-0.485,0,0,0,-0.5,-0.866,0,0.0,0,0,12.244,0,0,1767834629.221024
55.81,0.117,-0.493,0,0,0,1.0,0.0,0,0.2,9,9,3.079,0,1,1767834648.728513
45.3,0.104,-0.478,0,0,0,1.0,0.0,0,0.2,10,10,2.61,0,1,1767834661.322386
36.57,0.09,-0.464,0,0,0,1.0,0.0,0,0.1,11,11,4.52,0,1,1767834752.130273
22.76,0.061,-0.461,0,0,0,1.0,0.0,0,0.1,12,12,2.012,0,1,1767834758.607834
2626.05,0.748,-0.457,0,0,0,-0.9659,0.2588,0,0.0,0,1,10.924,0,0,1767834827.462023
3239.9,0.404,-0.388,0,0,0,-0.866,0.5,0,0.0,0,1,9.627,0,0,1767834966.562825
1297.85,1.565,3.326,0,0,0,-0.5,0.866,0,0.0,0,1,11.341,0,0,1767835683.156515
198.97,0.211,-0.728,0,0,0,-0.5,-0.866,0,0.0,0,0,11.754,0,0,1767835733.031202
25730.86,2.844,1.577,0,0,0,-0.866,0.5,1,0.143,0,0,12.294,0,0,1767836947.216472
608.47,0.343,0.0,1,1,0,-0.9659,-0.2588,0,0.0,0,0,13.128,0,0,1767837012.348294
418.98,0.624,-0.334,0,0,0,-0.2588,-0.9659,0,0.0,0,2,10.954,0,0,1767837037.621287
434.23,0.262,-1.278,0,0,0,0.866,-0.5,0,0.0,0,1,11.091,0,0,1767837154.393574
6700.01,1.032,0.024,0,0,0,-0.2588,0.9659,0,0.2,0,1,10.737,0,0,1767837363.057761
289.05,0.249,-0.625,0,0,0,0.7071,-0.7071,0,0.0,0,0,11.719,0,0,1767837838.434282
1627.28,1.0,0.0,0,0,0,-0.7071,0.7071,0,0.0,0,0,14.768,0,0,1767837927.133566
460.54,0.586,0.0,0,0,0,-0.7071,0.7071,1,0.5,0,0,13.28,0,0,1767838009.746147
2263.62,1.776,0.0,0,0,0,0.5,-0.866,2,0.667,0,0,11.993,1,0,1767838583.294608
1130.02,1.125,0.269,0,0,0,-1.0,-0.0,0,0.0,0,0,12.576,0,0,1767838695.309571
2235.96,0.355,-0.806,0,0,0,-0.2588,0.9659,0,0.0,0,1,11.289,0,0,1767838986.026979
1241.23,0.972,-0.088,0,0,0,-0.2588,0.9659,0,0.2,0,2,10.286,0,0,1767839081.73505
3359.84,1.259,0.724,0,0,0,0.866,-0.5,2,0.333,0,0,11.474,0,0,1767839502.305958
3476.39,0.933,-0.06,0,0,0,0.2588,-0.9659,0,0.0,0,3,10.167,0,0,1767839538.68806
542.86,0.683,-1.643,0,0,0,-0.866,0.5,0,0.0,0,0,11.555,1,0,1767840093.677836
286.16,0.282,-1.553,0,0,0,-0.2588,-0.9659,0,0.0,0,0,11.418,0,0,1767840985.416832
1457.42,0.378,-0.534,0,0,0,0.0,-1.0,0,0.125,0,1,9.83,0,0,1767841445.289731
430.38,0.361,-1.306,1,1,0,-0.866,-0.5,0,0.0,0,1,8.445,0,1,1767841662.248613
1399.46,0.401,-1.711,0,0,0,-0.2588,-0.9659,0,0.143,0,1,11.361,0,0,1767841772.221496
7967.57,3.862,5.429,0,0,0,-1.0,-0.0,0,0.0,0,0,11.959,0,0,1767841774.650971
1919.88,1.507,1.673,0,0,0,-0.2588,0.9659,0,0.2,1,3,7.899,0,0,1767841775.278196
821.13,0.474,-1.437,1,0,0,-0.7071,0.7071,0,0.0,0,0,13.062,0,0,1767841860.404291
1763.95,0.5,-2.417,0,0,0,0.866,-0.5,1,0.2,0,0,11.414,0,0,1767842013.799876
2359.27,1.264,0.0,1,1,0,-0.7071,-0.7071,0,0.0,0,1,11.259,0,0,1767842042.748127
573.98,1.656,2.233,0,0,0,-0.9659,-0.2588,0,0.0,0,3,10.585,0,0,1767842541.514137
1079.55,0.25,-0.562,0,0,0,0.2588,-0.9659,0,0.0,0,0,12.163,0,0,1767842826.207969
641.16,0.34,-0.629,0,0,0,-0.9659,-0.2588,0,0.2,0,0,11.814,0,0,1767844234.504951
390.61,0.387,-0.789,0,0,0,-0.5,-0.866,0,0.0,0,1,10.949,2,1,1767844502.138052
6799.29,2.543,1.48,0,0,0,-0.7071,-0.7071,0,0.0,0,2,9.921,0,0,1767844819.874078
4591.32,0.54,-0.402,0,0,0,-0.866,0.5,0,0.0,0,1,9.865,0,1,1767844881.571691
1751.03,0.904,-0.081,0,0,0,-1.0,-0.0,0,0.0,0,2,10.212,0,0,1767844917.472866
1949.18,0.276,-0.647,0,0,0,-0.866,0.5,0,0.2,0,3,10.637,0,0,1767845120.937985
1932.07,0.365,-0.634,0,0,0,-0.2588,0.9659,0,0.0,0,0,12.599,0,0,1767845171.940866
1959.06,0.685,-0.341,0,0,0,0.866,-0.5,1,0.111,0,1,10.288,0,0,1767845467.254065
2364.35,0.963,-0.04,0,0,0,-0.9659,0.2588,0,0.1,0,3,10.522,0,0,1767845723.375286
2540.15,0.493,-0.534,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.353,1,0,1767845948.531073
1161.88,0.399,-0.695,0,0,0,-0.7071,-0.7071,0,0.2,0,0,12.161,0,0,1767846212.665206
1474.26,0.309,-0.569,0,0,0,-0.7071,0.7071,0,0.0,0,2,10.85,0,0,1767846334.451459
1477.64,1.589,1.2,0,0,0,-0.5,-0.866,0,0.2,0,0,12.417,1,0,1767846769.0928
912.8,0.627,-1.03,0,0,0,-0.2588,-0.9659,0,0.0,0,0,11.417,0,0,1767847121.240093
3930.11,1.233,0.552,1,0,0,0.866,-0.5,0,0.125,0,1,8.624,0,0,1767847336.810095
382.52,0.206,-5.0,1,0,0,-0.866,0.5,0,0.0,0,0,13.977,0,0,1767847504.811664
1365.13,1.558,2.521,0,0,0,-0.866,0.5,0,0.0,0,1,9.447,0,0,1767848352.327556
299.69,1.305,0.0,0,0,0,-0.2588,0.9659,0,0.0,0,0,13.141,0,1,1767848396.348439
2812.08,5.019,4.734,0,0,0,-0.5,-0.866,0,0.0,0,2,10.353,1,0,1767848467.707919
1064.34,0.415,-0.635,0,0,1,0.866,0.5,0,0.167,1,1,7.726,0,0,1767848477.561195
10078.74,1.67,0.675,0,0,0,-0.2588,0.9659,0,0.0,0,2,10.812,0,0,1767848765.878036
1273.6,0.551,-0.467,0,0,0,0.0,-1.0,0,0.143,2,2,6.11,0,0,1767848926.902298
970.29,2.914,1.691,0,0,0,0.9659,-0.2588,0,0.3,0,1,11.148,0,0,1767849053.008671
555.33,0.457,-3.2,0,0,0,-0.5,-0.866,0,0.0,0,0,12.564,0,0,1767849115.34877
3710.42,0.563,-0.355,0,0,0,0.5,-0.866,0,0.25,0,1,11.316,0,0,1767849120.262817
1171.19,0.656,-0.335,0,0,1,0.7071,0.7071,0,0.0,0,1,10.38,0,0,1767849419.444892
704.16,0.522,-0.584,0,0,0,0.2588,-0.9659,0,0.0,0,2,10.166,0,0,1767849444.928624
752.34,2.053,0.98,0,0,0,1.0,0.0,0,0.3,1,2,7.377,0,0,1767850651.275236
709.45,0.239,-0.819,0,0,0,-0.9659,0.2588,0,0.167,0,0,11.971,1,0,1767850765.497603
1790.4,1.371,0.889,0,0,0,1.0,0.0,0,0.0,0,0,12.243,0,0,1767851006.152227
497.46,0.688,-0.743,0,0,0,-0.866,0.5,0,0.0,0,0,12.489,0,0,1767851041.346266
1429.41,0.936,0.0,0,0,0,-1.0,-0.0,0,0.0,0,0,13.19,1,0,1767851044.367437
139.48,0.16,-0.758,0,0,1,0.866,0.5,0,0.1,0,4,10.53,0,0,1767851103.063483
586.9,0.263,-0.667,0,1,0,0.5,-0.866,0,0.0,0,1,10.611,0,0,1767851186.51226
614.74,2.257,5.007,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.567,0,0,1767851642.946267
352.09,1.33,2.496,0,0,0,-0.9659,0.2588,0,0.0,1,1,8.15,0,0,1767851857.954473
1032.5,1.178,0.806,1,0,0,-0.5,-0.866,1,0.1,0,2,8.231,0,0,1767852105.17284
1598.33,1.021,0.034,0,0,0,0.0,-1.0,0,0.0,0,2,9.614,0,0,1767852133.37801
6888.01,0.581,-0.318,0,0,0,-0.9659,0.2588,0,0.0,0,0,12.825,0,0,1767852303.41719
2013.82,1.481,1.527,0,0,0,-0.5,-0.866,0,0.0,0,0,12.894,0,1,1767852612.754929
8108.68,2.532,1.784,0,0,0,-0.7071,0.7071,0,0.0,0,1,10.011,0,0,1767852891.380158
7119.45,0.934,-0.176,0,0,0,-0.866,0.5,0,0.0,0,0,11.837,2,0,1767853076.373623
337.48,0.722,-0.617,0,0,0,0.9659,-0.2588,0,0.0,0,0,11.715,0,0,1767853388.653648
1399.17,0.893,-0.137,0,0,0,-0.2588,-0.9659,0,0.0,0,0,11.477,0,0,1767853398.299529
3880.47,2.352,0.0,1,1,0,0.0,-1.0,0,0.0,0,0,13.858,0,1,1767853994.352099
3158.09,1.07,0.09,0,0,0,0.2588,-0.9659,0,0.0,0,0,11.377,0,0,1767854063.991265
4144.17,1.973,0.0,1,1,0,0.0,-1.0,0,0.0,0,0,11.985,1,1,1767854238.965413
4049.62,4.106,6.841,1,1,0,0.0,-1.0,0,0.0,0,0,11.776,2,1,1767854460.477042
1825.51,0.849,-0.137,0,0,0,-0.866,-0.5,0,0.0,0,2,10.009,0,0,1767854672.254464
1859.61,0.8,-0.366,0,0,0,-0.7071,-0.7071,0,0.333,0,0,11.422,0,0,1767854874.07607
3737.04,1.229,0.635,0,0,0,0.0,-1.0,0,0.125,0,0,12.712,0,0,1767855056.159772
1126.39,1.104,0.242,1,0,0,-0.7071,0.7071,0,0.0,0,1,9.703,1,0,1767855056.22143
1339.9,3.778,1.026,1,0,0,-0.2588,0.9659,0,0.5,0,0,12.847,0,0,1767855068.43329
3965.58,2.404,0.0,0,0,0,0.0,-1.0,1,0.5,1,1,7.322,2,1,1767855506.162751
3851.46,1.234,0.714,0,0,0,0.0,-1.0,0,0.0,1,1,7.17,2,1,1767855537.977877
3802.09,1.894,1.205,0,0,0,0.0,-1.0,0,0.0,1,1,7.05,2,1,1767855611.760914
4145.22,1.232,0.864,0,0,0,0.0,-1.0,0,0.0,2,2,5.039,2,1,1767855691.345558
4015.17,1.43,1.043,0,0,0,0.0,-1.0,0,0.333,2,2,5.721,2,1,1767855810.424629
8352.08,0.731,-0.27,0,0,0,-0.2588,0.9659,0,0.125,0,1,9.851,0,0,1767855931.666936
3844.52,1.198,0.575,0,0,0,0.0,-1.0,0,0.25,3,3,5.411,2,1,1767856033.196377
1280.61,1.0,0.0,0,0,0,0.2588,-0.9659,0,0.0,0,0,14.768,0,0,1767856122.074264
1034.31,1.51,1.604,0,0,0,0.7071,-0.7071,0,0.0,0,0,11.716,0,0,1767856141.233731
4193.13,1.707,1.153,0,0,0,0.0,-1.0,0,0.0,2,2,6.716,2,1,1767856436.368428
360.75,0.259,-0.359,0,0,0,-0.866,0.5,0,0.1,0,0,11.577,0,0,1767856752.730904
3960.49,1.176,0.595,0,0,0,0.0,-1.0,0,0.2,4,4,6.751,2,1,1767856886.966781
4194.47,1.178,0.745,0,0,0,0.0,-1.0,0,0.0,3,3,7.121,2,0,1767856927.845939
3930.15,1.6,0.979,0,0,0,0.0,-1.0,1,0.2,3,3,6.273,2,1,1767856965.238478
1522.63,0.692,-0.542,0,0,0,-0.5,0.866,0,0.0,0,0,11.499,0,0,1767857043.116317
4358.26,0.256,-5.0,1,0,0,0.0,-1.0,0,0.0,0,0,12.801,0,0,1767857132.596957
168.51,0.617,-2.195,0,0,0,-0.7071,-0.7071,0,0.0,0,1,11.148,0,0,1767857202.527141
4223.27,1.535,1.001,0,0,0,0.0,-1.0,0,0.167,4,4,6.434,2,1,1767857587.090692
3858.53,1.046,0.214,0,0,0,0.0,-1.0,0,0.0,4,4,6.68,2,1,1767857723.049362
590.6,0.671,-5.0,0,0,0,-1.0,-0.0,0,0.0,0,0,11.48,1,0,1767857838.248967
215.94,0.387,-2.056,0,0,0,-0.7071,0.7071,0,0.0,0,5,10.42,0,0,1767858023.744583
4083.89,1.363,0.75,0,0,0,0.0,-1.0,0,0.143,4,5,6.284,2,1,1767858122.170733
919.43,0.545,-1.074,0,0,0,0.866,-0.5,0,0.1,0,0,11.778,0,0,1767858545.294827
530.79,0.544,-1.621,0,0,0,-0.5,0.866,0,0.0,0,0,13.1,0,0,1767858930.283902
691.78,0.503,-1.358,0,0,0,0.2588,-0.9659,0,0.2,0,0,11.846,1,0,1767859342.121939
2516.94,9.752,15.0,0,0,0,-0.7071,0.7071,0,0.0,0,0,12.314,0,0,1767859703.930761
221.01,0.375,-0.709,0,0,0,-0.9659,-0.2588,0,0.143,0,1,10.505,1,0,1767859724.528324
4218.37,1.144,0.662,0,0,0,0.0,-1.0,1,0.167,2,5,7.654,2,1,1767859831.148349
3579.24,1.203,0.281,0,0,0,-0.2588,-0.9659,0,0.0,0,1,8.717,0,0,1767860170.507852
4031.66,1.156,0.592,0,0,0,0.0,-1.0,0,0.167,0,5,8.28,2,1,1767860829.150189
13886.19,9.316,15.0,0,0,0,0.2588,-0.9659,0,0.0,0,1,9.075,0,0,1767861341.802521
1572.3,0.406,-1.584,0,0,0,-0.7071,-0.7071,0,0.143,0,0,12.09,0,0,1767862612.879016
857.35,0.446,-0.483,0,0,0,-0.5,-0.866,0,0.0,0,3,9.795,0,0,1767862862.043766
2461.83,5.172,2.955,0,0,0,-0.9659,-0.2588,0,0.1,0,0,12.432,0,0,1767864078.437782
1945.9,1.474,1.219,0,0,0,1.0,0.0,0,0.0,0,1,9.743,0,0,1767864154.783066
6250.76,0.97,-0.027,0,0,0,-0.7071,-0.7071,0,0.111,0,0,11.513,0,0,1767865714.561406
243.06,0.39,-2.339,0,0,0,-0.7071,0.7071,0,0.333,0,1,10.258,0,0,1767866508.593707
268.05,0.34,-1.108,0,0,0,-0.7071,0.7071,0,0.0,0,4,10.519,0,1,1767866719.02015
1994.72,0.629,-0.387,0,0,0,-0.9659,0.2588,0,0.0,0,1,11.156,0,0,1767866783.575885
1534.9,4.375,1.59,0,0,0,-0.2588,-0.9659,0,0.0,0,13,10.375,0,0,1767866804.458406
1854.54,1.056,0.247,0,0,0,-1.0,-0.0,0,0.0,0,0,13.133,0,0,1767867737.234839
262.25,0.336,-0.542,0,0,0,0.866,-0.5,1,0.125,0,0,12.065,0,0,1767868191.252183
1095.7,0.359,-0.671,0,0,0,-0.2588,-0.9659,0,0.0,0,2,10.071,0,0,1767868475.935738
1966.39,0.565,-0.434,0,0,0,-0.866,0.5,0,0.0,0,0,11.588,0,0,1767869004.93363
